,Unnamed: 0,ann_id,ann_file_id,ann_file,argQ_id,claim_id,claim_text,claim_label,claim_first_carach_pos,claim_last_carach_pos,relation_ids,relation_types,premise_ids,premise_labels,premise_first_carach_pos,premise_last_carach_pos,premise_texts,SPECIFIC,PERSUASIVE,STRONG,OBJECTIVE,TEMPORALHISTORY,global_arg_id,valid,nbr_ATTACK,nbr_SUPPORT,nbr_PREMISE_Fact,nbr_PREMISE_Hypothesis,nbr_PREMISE_Other,nbr_PREMISE_RealExample,nbr_PREMISE_Statistic,nbr_tokens_per_premises_list,nbr_sentences_per_premises_list,nbr_sentences_per_claim,nbr_tokens_per_claim,year,quarter,nbr_premises,company_name,nbr_sentences_per_argument,nbr_tokens_per_argument,sum_nbr_tokens_per_premises_list,sum_nbr_sentences_per_premises_list,nbr_CLAIM-Opinion(view),nbr_CLAIM-Fact,nbr_CLAIM-Value,nbr_CLAIM-Other,nbr_CLAIM-Policy
1200,1200,7,AMZN_Q4_2018_18417_7,AMZN_Q4_2018_18417,ArgQ1,VRNtPa4x2V,I think it's definitely on the Fire TV devices as well is a great way to consume content.,CLAIM-Opinion(view),2137,2226,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['FFVH2Lu_1w', 'pLc7Z-N7AO']","['PREMISE-RealExample', 'PREMISE-Fact']","['1661', '2038']","['2037', '2136']","[""And then on your second question, just around advertising opportunities and around video, you may have seen it not that long ago, IMDB or Internet Movie Database, one of our subsidiaries, launched FreeDive, which is an ad supported free streaming video channel that's available in the US and it enables customers to watch TV shows and movies without purchasing a subscription."", ""So ad supported, so that's available on the IMDB website with your laptop or personal computer on.""]",1,2,1,1,-1,AMZN_Q4_2018_18417_ArgQ1,1.0,0,2,1,0,0,1,0,"[69, 20]","[1, 1]",1,20,2018,Q4,2,AMZN,3,109,89,2,1,0,0,0,0
1201,1201,6,MSFT_Q2_2016_17172_6,MSFT_Q2_2016_17172,ArgQ0,NFfYNqMSjY,"And the pilots, the place which in the second half is going to be a huge focus for us is the enterprise deployment, and that's where I think there's real excitement",CLAIM-Opinion(view),752,916,"['R0', 'R1', 'R2', 'R3', 'R4']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['wYkuIDI2W3', 'zqBO6JBbOf', 'QfcE-RgNrD', 'agqFBseD0Y', '130jrUompb']","['PREMISE-Fact', 'PREMISE-Other', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['917', '1014', '1116', '1239', '1331']","['1013', '1115', '1238', '1330', '1448']","['because of some of the core capabilities of Windows 10 when it comes to security, manageability.', ""That I think is going to create great value for enterprises, and that's showing up in all the pilots."", ""In the accelerated, I've never seen a Windows release in the enterprise with this level of accelerated deployment planned."", ""So we obviously need to do a great job in continuing to push that, and we're focused on it."", 'As far as Surface, Surface is playing an increasing role for us in both consumer as well as in the enterprise market.']",2,2,2,0,-1,MSFT_Q2_2016_17172_ArgQ0,1.0,0,5,4,0,1,0,0,"[18, 22, 22, 22, 24]","[1, 1, 1, 1, 1]",1,35,2016,Q2,5,MSFT,6,143,108,5,1,0,0,0,0
1202,1202,6,MSFT_Q2_2016_17172_6,MSFT_Q2_2016_17172,ArgQ1,u01f_q9s7X,"And so overall, we do think that this tablet that can replace your laptop is ideally suited for productivity needs, which means it's great for your personal use as well as your use inside of the enterprise, and we continue to see good growth.",CLAIM-Opinion(view),1609,1851,['R5'],['SUPPORT'],['iSp0QkluE_'],['PREMISE-Fact'],['1449'],['1608'],"['And also we just, we created a new category of 2-in-1s where even our OEMs are finding success, which was one of our strategic objectives of doing the Surface.']",1,2,1,0,-1,MSFT_Q2_2016_17172_ArgQ1,1.0,0,1,1,0,0,0,0,[32],[1],1,49,2016,Q2,1,MSFT,2,81,32,1,1,0,0,0,0
1203,1203,6,MSFT_Q2_2016_17172_6,MSFT_Q2_2016_17172,ArgQ2,fQK_XLueB5,And I think we'll expect to see progress on that over the course of the year.,CLAIM-Opinion(view),2022,2099,['R6'],['SUPPORT'],['tRhroRpXjI'],['PREMISE-Fact'],['1865'],['2021'],"[""I would just add one thing, is that we've actually announced a number of important partners to help us take the Surface portfolio into commercial customers.""]",1,1,1,0,-1,MSFT_Q2_2016_17172_ArgQ2,1.0,0,1,1,0,0,0,0,[29],[1],1,18,2016,Q2,1,MSFT,2,47,29,1,1,0,0,0,0
1204,1204,6,MSFT_Q2_2016_17172_6,MSFT_Q2_2016_17172,ArgQ3,7ltn7bKN6d,I mean I think there are two aspects of it.,CLAIM-Fact,2376,2419,"['R7', 'R8', 'R9']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['wgRY27ul-t', '7lSnIDMqrm', 'pN7JLqlMmW']","['PREMISE-Fact', 'PREMISE-RealExample', 'PREMISE-Fact']","['2420', '2561', '2915']","['2560', '2865', '2995']","['We have a good operating system release for the core desktop user, and second, I believe is that we also expand out into new usage patterns.', ""If you look at even the thing that we're seeing is in terms of engagement, with the browser or things like Xbox Live with the Store, or new device categories like the 2-in-1, all I think make it much more possible for users to engage with Windows in more mobile formats and in more productivity scenarios"", 'But it starts with having a good product truth which Windows 10 does deliver on.']",2,2,2,1,-1,MSFT_Q2_2016_17172_ArgQ3,1.0,0,3,2,0,0,1,0,"[29, 60, 16]","[1, 1, 1]",1,11,2016,Q2,3,MSFT,4,116,105,3,0,1,0,0,0
1205,1205,8,AMZN_Q3_2017_18365_8,AMZN_Q3_2017_18365,ArgQ0,OXMwFAROzH,"But I would say, generally, we're very pleased with the advertising business.",CLAIM-Opinion(view),1156,1233,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['zJFl0KW14L', '-oOEg1iLGO', 'jmS_yOa-b1']","['PREMISE-Statistic', 'PREMISE-Fact', 'PREMISE-Fact']","['840', '896', '998']","['895', '997', '1155']","[""So you're right, other revenue grew 58% in the quarter."", 'And that includes advertising services and other things such as our cobranded credit card agreements.', 'Advertising revenue continues to grow very quickly and its year-over-year growth rate is actually faster than the other revenue line item that you see there.']",1,1,1,0,-1,AMZN_Q3_2017_18365_ArgQ0,1.0,0,3,2,0,0,0,1,"[14, 16, 26]","[1, 1, 1]",1,16,2017,Q3,3,AMZN,4,72,56,3,1,0,0,0,0
1206,1206,8,AMZN_Q3_2017_18365_8,AMZN_Q3_2017_18365,ArgQ1,mIxx6Huj4H,Our goal here is to be helpful to consumers and help them make better shopping and selection choices.,CLAIM-Fact,1234,1335,['R3'],['SUPPORT'],['LvOEmKQ9yB'],['PREMISE-Other'],['1336'],['1456'],"[""We'll also provide – and giving them targeted recommendations, so making it helpful for customers rather than intrusive.""]",1,0,0,1,-1,AMZN_Q3_2017_18365_ArgQ1,1.0,0,1,0,0,1,0,0,[21],[1],1,19,2017,Q3,1,AMZN,2,40,21,1,0,1,0,0,0
1207,1207,8,AMZN_Q3_2017_18365_8,AMZN_Q3_2017_18365,ArgQ2,DBO5AOoDj6,"So, a lot of positive momentum and investment going on in India, very pleased with that.",CLAIM-Fact,2465,2553,"['R4', 'R7', 'R8']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['7dlPi0-Urd', '4gFo7Pykcz', 'g2VgR77BvJ']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['2096', '2250', '2364']","['2249', '2363', '2464']","[""And we launched Prime there a year ago, if you remember, and we've had more Prime members join in India than in any other country in the first 12 months."", ""We have free shipping on 10 million items there and we're continuing to add benefits; Prime Video, Amazon Family."", 'We had the first Prime Day there this year, Prime Music, Amazon Business is also expanding in India.']",1,1,2,1,1,AMZN_Q3_2017_18365_ArgQ2,1.0,0,3,3,0,0,0,0,"[34, 23, 21]","[1, 1, 1]",1,19,2017,Q3,3,AMZN,4,97,78,3,0,1,0,0,0
1208,1208,8,AMZN_Q3_2017_18365_8,AMZN_Q3_2017_18365,ArgQ3,4LBEVRUpYM,So that should be well received by the Indian consumer base.,CLAIM-Fact,2620,2680,['R5'],['SUPPORT'],['zPmbJkaFnp'],['PREMISE-Fact'],['2554'],['2619'],['We also recently announced Echo and Alexa are available in India.'],0,0,0,1,-1,AMZN_Q3_2017_18365_ArgQ3,1.0,0,1,1,0,0,0,0,[12],[1],1,12,2017,Q3,1,AMZN,2,24,12,1,0,1,0,0,0
1209,1209,8,AMZN_Q3_2017_18365_8,AMZN_Q3_2017_18365,ArgQ4,ZgvlUBEQH6,"So, there's a lot of different influences there.",CLAIM-Fact,3272,3320,"['R6', 'R9', 'R10']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['QspIosgHsU', 'GhzM1g5qoB', '5X8lop3eHS']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['2681', '2872', '3083']","['2871', '3082', '3271']","['But excluding India and Souq, the rest is the Prime benefits and the continued growth in the other countries that we have been in for a while, continue to roll out Prime Now and AmazonFresh.', 'In video, if you remember in Q4 of last year, we launched Prime Video in over 200 countries globally, continue to build up not only the offerings, but also the engagement that we see from those Prime customers.', ""So becoming more engaged and we're also doing the basic blocking, tackling of adding selection, especially FBA selection, increasing free shipping offers and also speed of shipping offers.""]",1,0,0,1,-1,AMZN_Q3_2017_18365_ArgQ4,1.0,0,3,3,0,0,0,0,"[38, 43, 33]","[1, 1, 1]",1,11,2017,Q3,3,AMZN,4,125,114,3,0,1,0,0,0
1210,1210,7,FB_Q3_2016_17283_7,FB_Q3_2016_17283,ArgQ0,nVLSyGiLZM,So News Feed is an ongoing work that we're always improving.,CLAIM-Fact,374,434,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['uxQ69erlAC', '5O7SFLkwfh', 'GQcW6RnEE2']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['435', '648', '807']","['647', '806', '1237']","['What we basically are trying to do is work on over time adding more and more signals to the News Feed model to help us fully value what people in the community value about the different content that we show them.', ""So what we realized was that the model that we had previously didn't fully capture the nuance in how people preferred certain content from friends and family."", 'So we ran a bunch of qualitative studies and talked to a bunch of people and incorporated those signals into the model, and that has had the result that the people in our community who gave us that feedback and who we worked with on this, what we had expected in terms of both increasing the quality of the content that people see, and therefore also enabling people to share more with their friends and the people that they want.']",2,2,2,1,-1,FB_Q3_2016_17283_ArgQ0,1.0,0,3,3,0,0,0,0,"[42, 29, 84]","[1, 1, 1]",1,13,2016,Q3,3,FB,4,168,155,3,0,1,0,0,0
1211,1211,7,FB_Q3_2016_17283_7,FB_Q3_2016_17283,ArgQ1,uvfgjRGRgj,"The biggest job that we have is to show people in the community what's going to be meaningful and important to them, and that is our goal in all of these changes.",CLAIM-Fact,1662,1824,"['R3', 'R4']","['SUPPORT', 'SUPPORT']","['ug5eVicEHH', 'SRWoTh9eMg']","['PREMISE-Fact', 'PREMISE-Fact']","['1400', '1438']","['1437', '1661']","['This is an ongoing iterative process.', ""We're constantly learning about what our community wants, and we will constantly be trying to incorporate new information and signals into the models to help value all of the content in the system as accurately as possible.""]",2,2,2,1,-1,FB_Q3_2016_17283_ArgQ1,1.0,0,2,2,0,0,0,0,"[7, 40]","[1, 1]",1,35,2016,Q3,2,FB,3,82,47,2,0,1,0,0,0
1212,1212,6,MSFT_Q4_2016_17187_6,MSFT_Q4_2016_17187,ArgQ0,rYXXluIocW,"And the way we track progress is to see how is our annuity growth of our server business, and how is our cloud growth.",CLAIM-Fact,928,1046,"['R0', 'R3']","['SUPPORT', 'SUPPORT']","['9WGdIDS0La', '5uF4nycZLB']","['PREMISE-Statistic', 'PREMISE-Fact']","['1047', '1150']","['1149', '1425']","['And if you look at this last quarter, our annuity grew double digits and our cloud grew triple digits.', ""And that's a pretty healthy growth rate, and that's something that by design both in terms of the technical architecture as well as the traction we have in the marketplace and our sales efforts and so on are playing out well, and we are very bullish about that going forward.""]",2,1,1,0,-1,MSFT_Q4_2016_17187_ArgQ0,1.0,0,2,1,0,0,0,1,"[21, 55]","[1, 1]",1,26,2016,Q4,2,MSFT,3,102,76,2,0,1,0,0,0
1213,1213,6,MSFT_Q4_2016_17187_6,MSFT_Q4_2016_17187,ArgQ1,uJTW-0LEM0,The Transactional business is much more volatile,CLAIM-Fact,1426,1474,['R1'],['SUPPORT'],['iW4YaxC20-'],['PREMISE-Fact'],['1475'],['1561'],"['because of the macro environment, IT budgets, and also the secular shift to the cloud.']",2,1,1,1,-1,MSFT_Q4_2016_17187_ArgQ1,1.0,0,1,1,0,0,0,0,[18],[1],1,7,2016,Q4,1,MSFT,2,25,18,1,0,1,0,0,0
1214,1214,6,MSFT_Q4_2016_17187_6,MSFT_Q4_2016_17187,ArgQ2,hIkz_Mpouv,The question again that gets asked is about the cannibalization.,CLAIM-Opinion(view),1562,1626,['R2'],['ATTACK'],['m_n9KjMiHD'],['PREMISE-RealExample'],['1627'],['1810'],"['But if you look at Boeing or you look at any of the other examples that I talk about when it comes to the cloud, our servers never did what these customers are now doing in our cloud.']",2,2,2,1,-1,MSFT_Q4_2016_17187_ArgQ2,1.0,1,0,0,0,0,1,0,[40],[1],1,11,2016,Q4,1,MSFT,2,51,40,1,1,0,0,0,0
1215,1215,7,AMZN_Q2_2019_18439_7,AMZN_Q2_2019_18439,ArgQ0,skF1XsS-As,So we are confident that we will have the ability to handle seasonal demand.,CLAIM-Opinion(view),952,1028,['R0'],['SUPPORT'],['4f0coBXtjc'],['PREMISE-Other'],['1029'],['1205'],"['We are working very hard to expand our one-day capacity, add carriers, add delivery partners at our own AMZL capability and have our partners expand their capabilities as well.']",2,1,1,0,-1,AMZN_Q2_2019_18439_ArgQ0,1.0,0,1,0,0,1,0,0,[32],[1],1,15,2019,Q2,1,AMZN,2,47,32,1,1,0,0,0,0
1216,1216,7,AMZN_Q2_2019_18439_7,AMZN_Q2_2019_18439,ArgQ1,3uLrbrlkzN,"It's a little early to discuss that now, but we certainly had a really good test on Prime Day.",CLAIM-Fact,1238,1332,"['R1', 'R2']","['SUPPORT', 'SUPPORT']","['Ky4kD4KzE4', 'cLvjAz34R-']","['PREMISE-Fact', 'PREMISE-Other']","['1333', '1377']","['1376', '1529']","[""It was the two biggest days we've ever had."", 'A lot of good work went into Prime Day, a lot of benefit for customers, a lot of benefit for our selling partners, the small business merchants as well.']",1,1,1,1,-1,AMZN_Q2_2019_18439_ArgQ1,1.0,0,2,1,0,1,0,0,"[11, 33]","[1, 1]",1,22,2019,Q2,2,AMZN,3,66,44,2,0,1,0,0,0
1217,1217,7,AMZN_Q2_2019_18439_7,AMZN_Q2_2019_18439,ArgQ2,FelrJAMkXh,I'm always a little vary to put too much into the unit growth number.,CLAIM-Opinion(view),1768,1837,['R3'],['SUPPORT'],['xU_4uoKp9l'],['PREMISE-Fact'],['1838'],['2147'],"[""As I've talked in other quarters, it's a number that's excludes AWS subscription services, advertising and Whole Foods, which are some of the fastest growing areas and we also have – are actively selling subscription services like Kindle Unlimited and Amazon Music Unlimited, which can cannibalize unit sales.""]",0,1,1,1,-1,AMZN_Q2_2019_18439_ArgQ2,1.0,0,1,1,0,0,0,0,[56],[1],1,16,2019,Q2,1,AMZN,2,72,56,1,1,0,0,0,0
1218,1218,7,FB_Q1_2017_17611_7,FB_Q1_2017_17611,ArgQ0,-o-NhtEsTu,"On the engagement front, we're seeing time spent growth per DAU across the Facebook family of apps, and that includes Facebook itself.",CLAIM-Fact,751,885,['R0'],['SUPPORT'],['IV2prZlgci'],['PREMISE-Fact'],['886'],['954'],"['Instagram has been strong, especially with Feed Ranking and Stories.']",1,0,0,1,-1,FB_Q1_2017_17611_ArgQ0,1.0,0,1,1,0,0,0,0,[12],[1],1,26,2017,Q1,1,FB,2,38,12,1,0,1,0,0,0
1219,1219,7,FB_Q1_2017_17611_7,FB_Q1_2017_17611,ArgQ1,9PWakaVQbM,"And that's great, it converts better for the businesses.",CLAIM-Fact,1920,1976,['R1'],['SUPPORT'],['LGo1hFyvO3'],['PREMISE-Fact'],['1977'],['2055'],['They can have a better dialogue with the person and a persistent relationship.'],2,2,1,1,-1,FB_Q1_2017_17611_ArgQ1,1.0,0,1,1,0,0,0,0,[14],[1],1,12,2017,Q1,1,FB,2,26,14,1,0,1,0,0,0
1220,1220,7,AMZN_Q4_2019_18457_7,AMZN_Q4_2019_18457,ArgQ0,LZxX8KM4zh,"So, yeah, we do see expansion of the one-day program as we move through the year.",CLAIM-Fact,969,1050,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['hfLpc7JZoF', '4_SqLComc5']","['PREMISE-Fact', 'PREMISE-Fact']","['1051', '1121']","['1120', '1196']","[""We've been expanding since we started this effort in Q2 of last year."", 'Expansion means additional cities, additional routes, additional zip codes.']",1,2,1,1,1,AMZN_Q4_2019_18457_ArgQ0,1.0,0,2,2,0,0,0,0,"[15, 12]","[1, 1]",1,19,2019,Q4,2,AMZN,3,46,27,2,0,1,0,0,0
1221,1221,7,AMZN_Q4_2019_18457_7,AMZN_Q4_2019_18457,ArgQ1,kHqlFlajVl,"So, things that we're really excited about stores, so a brand can customize and curate a multipage store.",CLAIM-Opinion(view),1907,2012,"['R2', 'R3', 'R4', 'R5']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['bNwbx2qqoF', 'WogZRlmaU5', 'zzDe83HZuJ', 'OcS7SFJe4j']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['2013', '2085', '2183', '2265']","['2084', '2182', '2264', '2374']","['It allows them to better tell customers who they are share their story.', 'So, we can help deepen the brand engagement and the customer loyalty through that type of option.', 'Some other things like posts, which helps customers discover products and brands.', ""And it's through a curated feed that features the brand's lifestyle content and it's on a mobile detail page.""]",2,2,2,1,-1,AMZN_Q4_2019_18457_ArgQ1,1.0,0,4,4,0,0,0,0,"[14, 19, 14, 23]","[1, 1, 1, 1]",1,22,2019,Q4,4,AMZN,5,92,70,4,1,0,0,0,0
1222,1222,7,AAPL_Q4_2017_18844_7,AAPL_Q4_2017_18844,ArgQ0,JTgG3__-JD,"When they start transacting on the Store, they start at a certain level and they tend over time to get more familiar with the Store and they start to spend more.",CLAIM-Fact,2266,2427,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['Jf6JVYmmdx', 'ODMlxuuCTc']","['PREMISE-Fact', 'PREMISE-Fact']","['2428', '2537']","['2536', '2642']","[""We're also now, very recently, made some changes, as you probably have seen, to the design of the App Store."", 'And I was mentioning to you in the prepared remarks that these changes have been received very favorably.']",1,1,1,1,-1,AAPL_Q4_2017_18844_ArgQ0,1.0,0,2,2,0,0,0,0,"[26, 19]","[1, 1]",1,33,2017,Q4,2,AAPL,3,78,45,2,0,1,0,0,0
1223,1223,7,AAPL_Q4_2017_18844_7,AAPL_Q4_2017_18844,ArgQ1,K2qe8H88K1,"But we also have other businesses that are growing very, very fast and actually accelerating.",CLAIM-Fact,2772,2865,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['b2bTLcv11P', 'OVRlwYn0gR']","['PREMISE-Fact', 'PREMISE-Fact']","['2866', '2885']","['2884', '2927']","['I mentioned Music.', 'I mentioned iCloud, and so it all adds up.']",1,1,1,1,-1,AAPL_Q4_2017_18844_ArgQ1,1.0,0,2,2,0,0,0,0,"[4, 11]","[1, 1]",1,17,2017,Q4,2,AAPL,3,32,15,2,0,1,0,0,0
1224,1224,7,AAPL_Q4_2017_18844_7,AAPL_Q4_2017_18844,ArgQ2,D_3RaXVXlN,"As I mentioned, particularly on the App Store, which is very important to us, the number of paying accounts has grown a lot.",CLAIM-Fact,1679,1803,"['R4', 'R5']","['SUPPORT', 'SUPPORT']","['irwNDkJX5z', 'zQsYWJjUix']","['PREMISE-Fact', 'PREMISE-RealExample']","['1804', '2057']","['2056', '2164']","[""It's grown a lot because, as you said, the installed base has grown, but also because we have made a number of changes that have made it easier for our customers around the world to participate on the App Store and be able to transact on the App Store."", 'We are accepting, for example, more forms of payment today than we were 12 months ago or even 6 months ago.']",1,2,1,1,1,AAPL_Q4_2017_18844_ArgQ2,1.0,0,2,1,0,0,1,0,"[54, 24]","[1, 1]",1,27,2017,Q4,2,AAPL,3,105,78,2,0,1,0,0,0
1225,1225,7,AAPL_Q4_2017_18844_7,AAPL_Q4_2017_18844,ArgQ3,VZR-PHs8Of,"So that is going to be the offset, and I mentioned particularly the impact from the memory pricing environment which is a headwind at this point.",CLAIM-Fact,728,873,"['R6', 'R7']","['SUPPORT', 'SUPPORT']","['XOs-r89R9u', 'pUBZXvnuPM']","['PREMISE-Statistic', 'PREMISE-Fact']","['874', '629']","['1001', '727']","['Just to size it for you, the impact of memory on our gross margin is 40 bps sequentially and 110 bps on a year over year basis.', 'As I mentioned, I think to Toni, we have higher cost structures every time we launch new products.']",1,2,2,1,1,AAPL_Q4_2017_18844_ArgQ3,1.0,0,2,1,0,0,0,1,"[29, 21]","[1, 1]",1,28,2017,Q4,2,AAPL,3,78,50,2,0,1,0,0,0
1226,1226,7,FB_Q3_2017_17642_7,FB_Q3_2017_17642,ArgQ0,WBlDEuyuUQ,So that's a fully loaded number.,CLAIM-Fact,970,1002,['R0'],['SUPPORT'],['Tossr3G6VS'],['PREMISE-Fact'],['818'],['969'],"[""So on the first one, the 10,000 number, that encompasses both employees at Facebook and also employees at partners, so it's not all Facebook employees.""]",1,2,1,1,-1,FB_Q3_2017_17642_ArgQ0,1.0,0,1,1,0,0,0,0,[30],[1],1,8,2017,Q3,1,FB,2,38,30,1,0,1,0,0,0
1227,1227,7,FB_Q3_2017_17642_7,FB_Q3_2017_17642,ArgQ1,oTMHr_uRv1,"On the ad pricing, what you're seeing is that most of the advertising that we get isn't necessarily bid on an impression basis.",CLAIM-Fact,1110,1237,"['R1', 'R2', 'R3', 'R4']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['P7zFmvceC4', 'UfIQLzycxL', 'aAc2akQnIb', 'ksl8-JosWl']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['1238', '1405', '1585', '1784']","['1404', '1584', '1783', '1930']","[""You're getting people bidding for other actions and optimizing against other actions like a click to a website or a downstream e-commerce transaction, an app install."", 'And our ability to optimize the inventory that we have against those downstream activities allows us to deliver those at still good prices while still seeing effective CPMs go up.', ""You do have obviously people who are bidding on impressions if they're looking for a brand campaign or a reach campaign, but those aren't necessarily a part of the business that's driving up prices."", ""It's more around just us doing a better job at being able to optimize campaigns for people who have downstream activities that we can do that for.""]",1,2,2,1,-1,FB_Q3_2017_17642_ArgQ1,1.0,0,4,4,0,0,0,0,"[29, 31, 39, 29]","[1, 1, 1, 1]",1,27,2017,Q3,4,FB,5,155,128,4,0,1,0,0,0
